show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3765,Movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
s3767,Movie,Pachamama,Juan Antin,"Adam Moussamih, Charli Birdgenau, Vlastra Vrana, Sonja Ball, Alexandre Harough","France, Luxembourg, Canada","June 7, 2019",2019,PG,71 min,Children & Family Movies,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back."
s3768,Movie,Rock My Heart,Hanno Olderdissen,"Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau",Germany,"June 7, 2019",2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies","After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
s3773,Movie,Alles ist gut,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister",Germany,"June 6, 2019",2019,TV-MA,90 min,"Dramas, International Movies","A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body."
s3774,Movie,A Silent Voice,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka",Japan,"June 5, 2019",2016,TV-14,130 min,"Anime Features, International Movies",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
s3776,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,"June 4, 2019",2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy","Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
s3787,Movie,We Are Legends,Daniel Yee Heng Chan,"Lam Yiu-sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li",Hong Kong,"June 1, 2019",2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies","Raised in a boxing gym, two orphaned brothers become highly skilled martial artists and must combat threats in the streets and the ring."
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,"May 30, 2019",2019,TV-MA,123 min,"International Movies, Thrillers",A minister who researches religious cults turns to his Buddhist monk friend for help investigating a new group with mysterious origins.
s3799,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,"May 24, 2019",2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,"May 21, 2019",2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
s3834,Movie,Shéhérazade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",France,"May 11, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp."
s3842,Movie,Wine Country,Amy Poehler,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",United States,"May 10, 2019",2019,R,104 min,Comedies,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute."
s3843,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,"Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun",Taiwan,"May 9, 2019",2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies","When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss."
s3870,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,"May 2, 2019",2013,R,119 min,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.
s3876,Movie,A Home with A View,Herman Yau,"Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang",Hong Kong,"April 30, 2019",2019,TV-MA,92 min,"Comedies, International Movies","When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
s3895,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",Denmark,"April 20, 2019",2018,TV-MA,168 min,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin."
s3905,Movie,The Ruthless,Renato De Maria,"Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta","Italy, France","April 19, 2019",2019,TV-MA,111 min,"Dramas, International Movies",A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.
s3909,Movie,About Time,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua McGuire, Vanessa Kirby",United Kingdom,"April 16, 2019",2013,R,123 min,"Comedies, Dramas, International Movies","When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams."
s3930,Movie,Liss Pereira: Reteniendo líquidos,Fernando Ayllón,Liss Pereira,Brazil,"April 10, 2019",2019,TV-14,59 min,Stand-Up Comedy,"A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships."
s3936,Movie,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,"April 5, 2019",2019,TV-MA,88 min,"Action & Adventure, Sci-Fi & Fantasy",The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
s3946,Movie,Unicorn Store,Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",United States,"April 5, 2019",2019,TV-14,92 min,"Comedies, Dramas, Independent Movies","After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn."
s3953,Movie,Kevin Hart: Irresponsible,Leslie Small,Kevin Hart,United States,"April 2, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes."
s3958,Movie,The Trap,Erik White,"T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush",United States,"April 1, 2019",2017,TV-MA,91 min,Comedies,A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.
s3961,Movie,The Burial of Kojo,"Sam ""Blitz"" Bazawule","Cynthia Dankwa, Ama K. Abebrese, Joseph Otsiman, Kobina Amissah Sam, Mamley Djangmah, Henry Adofo, Anima Misa, Brian Angels","Ghana, United States","March 31, 2019",2018,TV-14,81 min,"Dramas, Independent Movies, International Movies","When a man is left to die inside an illegal gold mine, his daughter travels through a magical landscape to save him."
s3967,Movie,The Highwaymen,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Thomas Mann, Kim Dickens, W. Earl Brown, William Sadler",United States,"March 29, 2019",2019,R,132 min,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.
s3975,Movie,Nate Bargatze: The Tennessee Kid,Ryan Polito,Nate Bargatze,United States,"March 26, 2019",2019,TV-PG,61 min,Stand-Up Comedy,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special."
s3979,Movie,Oversize Cops,"Chanon Yingyong, Phuwanit Pholdee","Sarun Cinsuvapala, Pramote Pathan, Suphachai Subprasert, Somyos Matures, Supavitch Nepremwattana, Nachjaree Horvejkul, Jatupone Chompoonich, Chertsak Pratumseesakhon",Thailand,"March 23, 2019",2017,TV-MA,100 min,"Action & Adventure, Comedies, International Movies","While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds."
s3991,Movie,The Amazing Praybeyt Benjamin,Wenn V. Deramas,"Vice Ganda, Bimby Aquino-Yap, Alex Gonzaga, Tom Rodriguez",Philippines,"March 21, 2019",2014,TV-14,105 min,"Action & Adventure, Comedies, International Movies","Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat."
s3992,Movie,The Super Parental Guardians,Joyce Bernal,"Vice Ganda, Coco Martin, Onyok Pineda, Awra Briguela, Assunta de Rossi, Pepe Herrera, Joem Bascon, Matet De Leon, Kiray Celis, Lassy Marquez, MC Calaquian",Philippines,"March 21, 2019",2016,TV-14,115 min,"Action & Adventure, Comedies, International Movies","Following his best friend's death, Arci takes charge of her two boisterous children with some help from their gang-affiliated uncle."
s3993,Movie,The Third Party,Jason Paul Laxamana,"Sam Milby, Angel Locsin, Zanjoe Marudo, Cherry Pie Picache, Alma Moreno, Matet De Leon, Al Tantay, Beauty Gonzalez, Katrina Michelle Legaspi",Philippines,"March 21, 2019",2016,TV-MA,118 min,"Comedies, Dramas, International Movies","When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man."
s4000,Movie,Amy Schumer Growing,Amy Schumer,Amy Schumer,United States,"March 19, 2019",2019,TV-MA,61 min,Stand-Up Comedy,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
s4001,Movie,5 Flights Up,Richard Loncraine,"Josh Pais, Claire van der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer",United States,"March 17, 2019",2014,PG-13,92 min,"Comedies, Dramas, Independent Movies","A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
s4004,Movie,Burn Out,Yann Gozlan,"Olivier Rabourdin, François Civil, Manon Azem, Samuel Jouy, Narcisse Mame, Naël Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne","France, Belgium","March 15, 2019",2017,TV-MA,104 min,"Action & Adventure, International Movies","When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt."
s4005,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Edoardo Ferrario,Italy,"March 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer."
s4006,Movie,Girl,Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens","Netherlands, Belgium","March 15, 2019",2018,R,106 min,"Dramas, International Movies, LGBTQ Movies",Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.
s4008,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,Jeff Dunham,United States,"March 15, 2019",2006,TV-MA,69 min,Stand-Up Comedy,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
s4009,Movie,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",Jeff Dunham,United States,"March 15, 2019",2011,TV-MA,97 min,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut."
s4011,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,"Jeff Dunham, Brian Haner",United States,"March 15, 2019",2008,TV-MA,85 min,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
s4014,Movie,Paskal,Adrian Teh,"Hairul Azreen, Ammar Alfian, Jasmine Suraya, Henley Hii, Hafizul Kamal, Theebaan Govindasamy, Gambit Saifullah, Taufiq Hanafi, Nam Ron, Amerul Affendi, Tiger Chen",Malaysia,"March 15, 2019",2018,TV-14,115 min,"Action & Adventure, Dramas, International Movies",Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
s4020,Movie,Everything About Her,Joyce Bernal,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",Philippines,"March 14, 2019",2016,TV-MA,127 min,"Comedies, Dramas, International Movies",A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.
s4022,Movie,Seven Sundays,Cathy Garcia-Molina,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,"March 14, 2019",2017,TV-MA,128 min,"Comedies, Dramas, International Movies","A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
s4025,Movie,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,"March 13, 2019",2019,R,126 min,Action & Adventure,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
s4035,Movie,Lady J,Emmanuel Mouret,"Cécile De France, Edouard Baer, Alice Isaaz, Natalia Dontcheva",France,"March 8, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
s4037,Movie,Walk. Ride. Rodeo.,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins",United States,"March 8, 2019",2019,TV-PG,100 min,"Children & Family Movies, Dramas","In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
s4039,Movie,Sisterakas,Wenn V. Deramas,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat, Daniel Padilla, Kathryn Bernardo, Tirso Cruz III, Deejay Durano, Gloria Diaz, Jeffrey Quizon",Philippines,"March 7, 2019",2012,TV-14,105 min,"Comedies, International Movies","Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
s4046,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,"March 5, 2019",2019,TV-MA,94 min,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
s4049,Movie,River's Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,"March 2, 2019",2018,TV-MA,118 min,"Dramas, International Movies","High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium","March 1, 2019",2018,TV-MA,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
s4059,Movie,Pants on Fire,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",Canada,"March 1, 2019",2014,TV-G,87 min,"Children & Family Movies, Comedies",Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
s4061,Movie,Radio Rebel,Peter Howitt,"Debby Ryan, Sarena Parmar, Adam DiMarco, Merritt Patterson, Nancy Robertson",United States,"March 1, 2019",2012,TV-G,90 min,"Children & Family Movies, Comedies","Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike."
s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,"February 27, 2019",2017,TV-14,121 min,"Comedies, Dramas, International Movies","Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,"Zach Galifianakis, Brian Unger",United States,"February 26, 2019",2006,TV-MA,61 min,Stand-Up Comedy,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
s4084,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,"February 22, 2019",2016,TV-MA,70 min,Stand-Up Comedy,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
s4087,Movie,Paddleton,Alex Lehmann,"Mark Duplass, Ray Romano",United States,"February 22, 2019",2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies","After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
s4088,Movie,Paris Is Us,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour",France,"February 22, 2019",2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies","Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs."
s4092,Movie,The Drug King,Woo Min-ho,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon",South Korea,"February 21, 2019",2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,Kevin James,United States,"February 20, 2019",2001,TV-PG,42 min,Stand-Up Comedy,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
s4096,Movie,Black Sea,Kevin MacDonald,"Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies","United Kingdom, Russia, United States","February 16, 2019",2015,R,114 min,"Action & Adventure, Dramas, International Movies","A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist."
s4101,Movie,Buddies,Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,"February 15, 2019",2012,TV-MA,103 min,"Comedies, Dramas, Independent Movies","Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",New Zealand,"February 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
s4116,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,Ken Jeong,United States,"February 14, 2019",2019,TV-MA,62 min,Stand-Up Comedy,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
s4121,Movie,High Flying Bird,Steven Soderbergh,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,"February 8, 2019",2019,TV-MA,91 min,"Dramas, Sports Movies","When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
s4129,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,Ray Romano,United States,"February 5, 2019",2019,TV-MA,59 min,Stand-Up Comedy,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
s4137,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",Taiwan,"February 1, 2019",2018,TV-MA,100 min,"Comedies, Dramas, International Movies","A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
s4139,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,"Dee Bradley Baker, Troy Baker, John DiMaggio, Grey DeLisle, Tom Kenny, Nolan North, Khary Payton, James Arnold Taylor",United States,"February 1, 2019",2014,TV-Y7,22 min,Movies,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
s4140,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,"James Mathis III, Keston John, Yvette Nicole Brown, Daisy Lightfoot, Isaac C. Singleton Jr., Trevor Devall, Liam O'Brien, Mick Wingert, Fred Tatasciore, Laura Bailey",United States,"February 1, 2019",2018,TV-Y7,22 min,Children & Family Movies,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
s4147,Movie,Velvet Buzzsaw,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge",United States,"February 1, 2019",2019,R,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
s4155,Movie,High Society,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",South Korea,"January 29, 2019",2018,TV-MA,137 min,"Dramas, International Movies","A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
s4165,Movie,Goyo: The Boy General,Jerrold Tarog,"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,"January 26, 2019",2018,TV-MA,150 min,"Dramas, International Movies","Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
s4178,Movie,IO,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,"January 18, 2019",2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s4187,Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah",Pakistan,"January 15, 2019",2016,TV-14,88 min,"Dramas, International Movies","Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
s4193,Movie,Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,"January 15, 2019",2018,TV-MA,102 min,"Action & Adventure, International Movies","Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,Sebastian Maniscalco,United States,"January 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
s4199,Movie,All of You,Dan Villegas,"Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma",Philippines,"January 11, 2019",2017,TV-MA,104 min,"Comedies, Dramas, International Movies","Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
s4206,Movie,The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,"January 11, 2019",2019,TV-MA,99 min,"Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
s4224,Movie,Pokémon the Movie: I Choose You!,Kunihiko Yuyama,"Ikue Otani, Sarah Natochenny, David Oliver Nelson, Mike Pollock, Kate Bristol, Suzy Myers, Rodger Parsons",Japan,"January 1, 2019",2017,TV-Y7,97 min,"Anime Features, Children & Family Movies","When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
s4229,Movie,Whitney Cummings: Money Shot,John Fortenberry,Whitney Cummings,United States,"January 1, 2019",2010,TV-MA,48 min,Stand-Up Comedy,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
